,BrandName,ProductName,ProductMRP,ProductSellingPrice,ProductRating,ProductRatingCount,source,category
1138,VGR,V-055 Hair Trimmer,Rs. 1299,Rs. 807,4.5,37,MyntraTrimmers,Trimmers
1139,Agaro,CR3001 Callus Remover,Rs. 1699,Rs. 985,4.5,424,MyntraTrimmers,Trimmers
1140,Braun,Women Mini Precision Trimmer,Rs. 1999,Rs. 1479,4.2,149,MyntraTrimmers,Trimmers
1141,WINSTON,Nut Groomer 1.0 Trimmer,Rs. 2999,Rs. 1599,4.1,152,MyntraTrimmers,Trimmers
1142,VEGA,Men VHTH-25 Beard Trimmer,Rs. 1099,Rs. 780,4.2,591,MyntraTrimmers,Trimmers
1143,WINSTON,2 In 1 Face & Eyebrow Trimmer,Rs. 2990,Rs. 1749,4.2,466,MyntraTrimmers,Trimmers
1144,TRIMFINITY,GlidePro Body Trimmer,Rs. 2999,Rs. 1799,4.5,11,MyntraTrimmers,Trimmers
1145,Agaro,Nose & Ear Hair Trimmer,Rs. 1299,Rs. 792,4.8,5,MyntraTrimmers,Trimmers
1146,WINSTON,Groom 360 Waterproof Trimmer,Rs. 6499,Rs. 2999,4.4,111,MyntraTrimmers,Trimmers
1147,WINSTON,Electric Eyebrow Trimmer,Rs. 2490,Rs. 1000,3.8,127,MyntraTrimmers,Trimmers
1148,WAHL,Men Moser 1400 Clipper,Rs. 2999,Rs. 1499,4.1,1.3k,MyntraTrimmers,Trimmers
1149,WINSTON,Full Body & Bikini Trimmer,Rs. 2090,Rs. 1149,4.3,81,MyntraTrimmers,Trimmers
1150,BOULT AUDIO,Bassbox Q5 Bluetooth Speaker,Rs. 2999,Rs. 999,4.1,71,MyntraSpeakers,Speakers
1151,Saregama,Portable Digital Music Player,Rs. 7190,Rs. 6990,4.5,122,MyntraSpeakers,Speakers
1152,boAt,Stone 352 Pro Speaker,Rs. 4990,Rs. 1999,4,6,MyntraSpeakers,Speakers
1153,Portronics,Pure Sound 106 Soundbar-120 W,Rs. 1999,Rs. 699,3.2,170,MyntraSpeakers,Speakers
1154,boAt,Aavante Bar 480 Speaker,Rs. 3490,Rs. 1199,0,0,MyntraSpeakers,Speakers
1155,Portronics,Speaker With Bluetooth,Rs. 2499,Rs. 899,4.2,310,MyntraSpeakers,Speakers
1156,Portronics,Beats III 200W Party Speaker,Rs. 12999,Rs. 8499,4.1,12,MyntraSpeakers,Speakers
1157,Sony,ULT Field 1 Bluetooth Speaker,Rs. 16990,Rs. 8490,4.8,29,MyntraSpeakers,Speakers
1158,Saregama,Carvaan Telugu Speakers,Rs. 7190,Rs. 6990,0,0,MyntraSpeakers,Speakers
1159,boAt,Stone 352 Pro Speaker,Rs. 4990,Rs. 1899,3.1,7,MyntraSpeakers,Speakers
1160,Sony,ULT Field 1 Bluetooth Speaker,Rs. 16990,Rs. 8490,4.5,19,MyntraSpeakers,Speakers
1161,Saregama,Portable Digital Music Player,Rs. 7690,Rs. 7490,4.7,63,MyntraSpeakers,Speakers
1162,Portronics,Bluetooth Soundbar Speaker,Rs. 1999,Rs. 799,4,377,MyntraSpeakers,Speakers
1163,Portronics,SoundDrum110W Portable Speaker,Rs. 2499,Rs. 899,4.1,440,MyntraSpeakers,Speakers
1164,BOSE,SoundLink Micro Speaker,0,0,4,11,MyntraSpeakers,Speakers
1165,Sony,ULT Field 1 Bluetooth Speaker,Rs. 16990,Rs. 8490,4.5,28,MyntraSpeakers,Speakers
1166,BOSE,SoundLink Revolve+ 2 Speaker,0,0,0,0,MyntraSpeakers,Speakers
1167,Saregama,Kids Printed Portable Speakers,0,0,4.8,20,MyntraSpeakers,Speakers
1168,Portronics,Wireless Bluetooth Speaker,Rs. 5999,Rs. 3599,3.9,8,MyntraSpeakers,Speakers
1169,boAt,Stone Spinx Pro Speaker,0,0,0,0,MyntraSpeakers,Speakers
1170,Portronics,Pure Sound 107 Soundbar,Rs. 14999,Rs. 6299,0,0,MyntraSpeakers,Speakers
1171,boAt,Stone 358 Type C Speaker,0,0,4.5,15,MyntraSpeakers,Speakers
1172,boAt,Stone 350 Type C Speaker,Rs. 3490,Rs. 1799,0,0,MyntraSpeakers,Speakers
1173,Portronics,Portable Bluetooth Speaker,Rs. 3999,Rs. 2599,3.7,30,MyntraSpeakers,Speakers
1174,boAt,Stone 352 Pro Speaker,Rs. 4990,Rs. 1999,2.8,6,MyntraSpeakers,Speakers
1175,boAt,Stone Opus 80W Speaker,Rs. 24990,Rs. 9599,0,0,MyntraSpeakers,Speakers
1176,Portronics,Wireless Bluetooth Speaker,Rs. 2999,Rs. 1799,2.9,35,MyntraSpeakers,Speakers
1177,Portronics,Wireless Bluetooth Speaker,Rs. 3999,Rs. 1399,3.5,19,MyntraSpeakers,Speakers
1178,boAt,Stone 358 Type C Speaker,Rs. 3490,Rs. 1499,0,0,MyntraSpeakers,Speakers
1179,Sony,SRS-XB100 Bluetooth Speaker,Rs. 5990,Rs. 3990,3.8,27,MyntraSpeakers,Speakers
1180,Portronics,Wireless Bluetooth Speaker,Rs. 9999,Rs. 5498,4.5,19,MyntraSpeakers,Speakers
1181,Portronics,Breeze Wireless Speaker,Rs. 3999,Rs. 2599,3.5,34,MyntraSpeakers,Speakers
1182,Portronics,Dash 10 Bluetooth Speaker,Rs. 11999,Rs. 4999,3.2,6,MyntraSpeakers,Speakers
1183,Saregama,Premium Portable Music Player,Rs. 8190,Rs. 7990,4.3,45,MyntraSpeakers,Speakers
1184,Saregama,Kids Wireless Speakers & Mic,0,0,4.8,5,MyntraSpeakers,Speakers
1185,BLAUPUNKT,20W Wireless PA Speaker,Rs. 4999,Rs. 1199,4.3,16,MyntraSpeakers,Speakers
1186,boAt,Stone 350 Pro Speaker,Rs. 4990,Rs. 1999,0,0,MyntraSpeakers,Speakers
1187,Saregama,Tamil Portable Music Player,Rs. 7690,Rs. 7490,0,0,MyntraSpeakers,Speakers
1188,boAt,Stone Opus 80W Speaker,Rs. 24990,Rs. 9599,0,0,MyntraSpeakers,Speakers
1189,boAt,Stone 190 Pro Speaker,0,0,4.1,10,MyntraSpeakers,Speakers
1190,boAt,Stone Majestic Speaker,Rs. 21990,Rs. 8599,0,0,MyntraSpeakers,Speakers
1191,boAt,Stone 352 Type C Speaker,0,0,0,0,MyntraSpeakers,Speakers
1192,Sony,SRS-XB100 Bluetooth Speaker,Rs. 5990,Rs. 3990,3.8,24,MyntraSpeakers,Speakers
1193,Sony,SRS-XB100 Bluetooth Speaker,Rs. 5990,Rs. 3990,4.2,23,MyntraSpeakers,Speakers
1194,Portronics,Vlogmate Dual Mic,Rs. 2999,Rs. 1799,3.2,5,MyntraSpeakers,Speakers
1195,HAPIPOLA,Portable Speakers,Rs. 5999,Rs. 2699,0,0,MyntraSpeakers,Speakers
1196,Portronics,Bluetooth Soundbar Speakers,Rs. 9999,Rs. 4999,3.9,26,MyntraSpeakers,Speakers
1197,Saregama,Bluetooth Speaker,Rs. 2990,Rs. 2490,4.2,51,MyntraSpeakers,Speakers
1198,Saregama,Music Player Speaker,0,0,4,25,MyntraSpeakers,Speakers
1199,Saregama,Portable Music Player,Rs. 2990,Rs. 2490,4.4,36,MyntraSpeakers,Speakers
